X0,X1,X2,euclidicity,persistent_intrinsic_dimension
-0.41754765517155196,0.500998217558373,-0.7071383789323343,0.5408179201185703,1.0416666666666667
-0.6456458705926164,-0.13053524299888258,0.5538685177708502,0.4781571278969447,1.0
-0.5066394835214536,-0.17468477692773843,-0.6608600335034923,0.4818274863064289,1.0
-0.14203360821808697,-0.647919055642186,0.07777739003809622,0.5192158824453751,1.0
0.14551639329309535,-0.042325661225948726,0.6562171086260232,0.4936761446297169,1.0
0.15192661617413236,-0.0918994294785739,-0.6056664304656422,0.5042642634361982,1.0
0.7524663278514967,-0.09931720584208863,0.14660492426001662,0.5017480409393708,1.0
-0.20775477009755455,0.5630345344871109,-0.5679472082249736,0.4664124908546607,1.0
0.5790194292015284,-0.07760239257947663,-0.13606558243169728,0.49743599196275073,1.0
-0.6593099290366456,0.3481534275431513,0.4607255930422383,0.41867690347135067,1.0416666666666667
-0.34128838148953444,-0.41963842866516315,0.5654676065399065,0.5443268201003472,1.0
-0.03190896288535458,0.6911052441349216,0.5340924548030638,0.47173350987335044,1.0
0.043996546240585584,0.12654818238994633,-0.10479548983258488,0.48595817635456723,1.0
-0.0329492285288882,-0.24330619984360805,0.7511432775597915,0.48270598364373046,1.0416666666666667
-0.7466265810475153,0.20854574648643856,-0.09515129606178419,0.4656788284579913,1.0416666666666667
0.06292985143667756,0.3238974453517948,-0.25934393342521006,0.5250537848720948,1.0
0.22588807167718958,0.39648150350526346,-0.061107218156086954,0.4853563817838828,1.0
-0.6589240371863692,-0.3621399133515917,-0.13092417698251652,0.6180211914082369,1.0416666666666667
-0.3870453712632723,0.13779248936804875,-0.8839509328702303,0.4465272439022859,1.0
0.753008331976535,0.47486899022901463,-0.3808493439177539,0.42781751478711766,1.0833333333333333
-0.32987813801193305,0.08662694930795012,-0.31442140490448217,0.5283947816739479,1.0416666666666667
-0.7473799501931319,0.5254700139825429,-0.13135330945484996,0.48315801098942757,1.0
-0.06411256560929947,0.5469118224349973,-0.10666947479145515,0.5108435942480961,1.0
-0.6065382923546407,0.42290385098215905,0.4926881340601896,0.4104696822663148,1.0
0.455527962334285,0.6372359716232376,-0.5712464967354985,0.45936183258891106,1.0
0.83990676029941,-0.003930097024331907,0.4152299711577894,0.6266243768235048,1.0
0.5138085108803443,-0.20998674728851108,0.3339728645292388,0.5621606148779392,1.0
0.15127512173666396,-0.2596475031066097,-0.14243738867356298,0.6055678327878317,1.0
0.42150265572098955,-0.2475720887346439,-0.8444706575202645,0.4874972365796566,1.0416666666666667
-0.21392516398906133,-0.4857257646624507,-0.18119976829068302,0.5493322089314461,1.0
-0.4832072654960916,0.0786290409853815,-0.22077853905185435,0.4778673052787781,1.0416666666666667
-0.8073801856447543,0.37941536094131223,-0.3829289330513998,0.44755528805156547,1.0
