Word,Type,Original,Translated
wife,Monoseme,60.87173891233307,87.97987747330592
opportunity,Monoseme,60.51740417598479,94.40684799159212
employee,Monoseme,68.67594462942866,84.92258191002982
dictionary,Monoseme,73.4097104279487,82.9064404280925
income,Monoseme,66.21926616300667,90.08083506884971
artist,Monoseme,81.79472065200642,97.6810467622069
emotion,Monoseme,69.06521447950804,79.41590806984455
equipment,Monoseme,70.9866454605731,87.82380627454265
kitchen,Monoseme,74.86845235963973,98.40188133096169
hotel,Monoseme,70.03915735137758,87.02629123667259
achieve,Monoseme,69.70201674998593,93.86229635598029
enable,Monoseme,64.79847948440637,97.86018968257532
compute,Monoseme,75.1111966176992,86.6655334266606
deserve,Monoseme,70.1579273893321,92.25834877976828
compete,Monoseme,76.97510213570524,94.03763963183151
resemble,Monoseme,71.6373512190607,87.53109423874706
flee,Monoseme,78.6610288542865,88.33549477164944
cooperate,Monoseme,81.88554424178658,93.63546049086558
await,Monoseme,73.9815479357625,83.71167654878016
detect,Monoseme,72.507187115708,91.85817858119174
control,Inter-class polyseme,66.87588351617252,85.36198367043048
force,Inter-class polyseme,69.84558152479666,88.47531917036599
study,Inter-class polyseme,69.24307302726231,90.26209248137164
work,Inter-class polyseme,52.451027292603555,87.84106378300709
act,Inter-class polyseme,69.21480824596814,88.16988754251682
place,Inter-class polyseme,54.72389049669657,80.73015321590641
change,Inter-class polyseme,57.45764544109771,89.78174319180565
plan,Inter-class polyseme,62.66171803778967,82.82801759568606
attempt,Inter-class polyseme,58.807709442671744,97.30700868337799
claim,Inter-class polyseme,73.5529376980808,86.93606536600305
face,Inter-class polyseme,70.82796300064417,89.73817603324656
fire,Inter-class polyseme,78.33177419531637,92.57250387402794
share,Inter-class polyseme,68.90271135548211,86.6835846359121
answer,Inter-class polyseme,63.702722073275204,89.26082762987342
record,Inter-class polyseme,67.73004261024765,83.17873338325204
end,Inter-class polyseme,61.266257507977166,86.68646859971503
list,Inter-class polyseme,63.67287592391442,88.4074393244236
result,Inter-class polyseme,64.71274501933915,94.30809296394197
range,Inter-class polyseme,64.79230637260139,92.38327340758188
cost,Inter-class polyseme,69.50867858939418,90.70706077285978
life,Intra-class polyseme,57.8825050372127,80.14253871782059
section,Intra-class polyseme,73.61350986312848,86.28873472276833
thing,Intra-class polyseme,41.253091288107804,76.3343294418208
cell,Intra-class polyseme,83.11819324018094,104.59568729466523
feeling,Intra-class polyseme,65.0261419419196,90.42105597723643
moment,Intra-class polyseme,58.948183945626894,91.38660398419037
job,Intra-class polyseme,70.1861803262301,95.40215853193926
child,Intra-class polyseme,65.3619356265507,84.79981867929088
purpose,Intra-class polyseme,61.609424311571495,86.262908601061
problem,Intra-class polyseme,65.97693089505955,93.52620768975149
accept,Intra-class polyseme,66.6358258202107,96.63249795484056
come,Intra-class polyseme,53.23271088010649,85.8495365418828
grow,Intra-class polyseme,69.11479344677473,89.12150458804328
recognize,Intra-class polyseme,70.6274208219297,101.45820191941725
appear,Intra-class polyseme,63.737855934805445,98.66339266695347
take,Intra-class polyseme,52.40617745207874,97.59601622865571
think,Intra-class polyseme,42.30979073484515,92.74955107954891
follow,Intra-class polyseme,66.82128287460415,82.55827336808271
serve,Intra-class polyseme,67.825948181967,92.35886553353795
apply,Intra-class polyseme,62.28905057628376,84.91727020996154
